150	145	640	3.8948	4.4932e-07
150	15	1470	418.76	1.9661e-06
150	20	1250	303.99	2.2575e-06
150	25	1110	214.38	2.2603e-06
150	30	1020	140.88	1.9693e-06
150	35	950	89.567	1.5832e-06
150	40	900	56.503	1.2201e-06
150	45	870	37.564	9.6505e-07
150	50	840	26.1	7.8136e-07
150	55	810	18.574	6.3719e-07
150	60	790	13.357	5.1782e-07
150	65	770	9.7737	4.2328e-07
150	70	760	7.361	3.5263e-07
150	75	740	5.6311	2.9587e-07
150	80	730	4.6246	2.6454e-07
150	85	720	4.4919	2.7794e-07
150	90	710	4.3712	2.909e-07
150	95	700	4.2641	3.0365e-07
155	100	710	4.0226	3.1296e-07
155	105	700	3.9414	3.255e-07
155	10	1900	441.75	1.0906e-06
155	110	690	3.8727	3.3823e-07
155	115	690	3.8124	3.5093e-07
155	120	680	3.7629	3.6392e-07
155	125	680	3.7594	3.809e-07
155	130	670	3.7607	3.9814e-07
155	135	660	3.7597	4.1487e-07
155	140	660	3.7598	4.3144e-07
155	145	660	3.7549	4.4713e-07
155	150	650	3.7484	4.6227e-07
155	15	1500	423.67	2.015e-06
155	20	1270	309.1	2.3271e-06
155	25	1140	215.03	2.3001e-06
155	30	1040	141.37	2.0063e-06
155	35	980	91.258	1.6391e-06
155	40	920	57.595	1.2647e-06
155	45	880	37.355	9.766e-07
155	50	850	25.766	7.8555e-07
155	55	830	18.413	6.4376e-07
155	60	810	13.318	5.2662e-07
155	65	790	9.7771	4.3217e-07
155	70	770	7.3085	3.576e-07
155	75	760	5.5922	3.0032e-07
155	80	750	4.4743	2.6179e-07
155	85	740	4.3396	2.7484e-07
155	90	730	4.2192	2.876e-07
155	95	720	4.113	3.002e-07
160	100	720	3.8861	3.0972e-07
160	105	720	3.8041	3.2204e-07
160	10	1900	372.5	9.3066e-07
160	110	710	3.7403	3.3508e-07
160	115	700	3.6811	3.4779e-07
160	120	700	3.6309	3.6066e-07
160	125	690	3.6039	3.7528e-07
160	130	690	3.6067	3.9269e-07
160	135	680	3.6095	4.0988e-07
160	140	680	3.6126	4.2691e-07
160	145	670	3.615	4.4359e-07
160	150	670	3.6109	4.592e-07
160	155	660	3.6037	4.7407e-07
160	15	1540	426.85	2.0556e-06
160	20	1300	314.22	2.3969e-06
160	25	1160	217.44	2.3583e-06
160	30	1070	143.52	2.0667e-06
160	35	1000	92.472	1.6865e-06
160	40	940	58.837	1.3128e-06
160	45	900	37.655	1.0011e-06
160	50	870	25.511	7.9147e-07
160	55	850	18.093	6.4412e-07
160	60	830	13.158	5.3016e-07
160	65	810	9.746	4.3928e-07
160	70	790	7.2928	3.641e-07
160	75	780	5.5722	3.0555e-07
160	80	760	4.3361	2.5922e-07
160	85	750	4.1976	2.7181e-07
160	90	740	4.0797	2.845e-07
160	95	730	3.9767	2.9715e-07
165	100	740	3.7621	3.0681e-07
165	105	730	3.6862	3.1952e-07
165	10	1900	291.9	7.377e-07
165	110	730	3.6163	3.3191e-07
165	115	720	3.5608	3.4488e-07
165	120	710	3.5115	3.5778e-07
165	125	710	3.4695	3.7082e-07
165	130	700	3.4609	3.8699e-07
165	135	700	3.4632	4.0415e-07
165	140	690	3.4653	4.2108e-07
165	145	690	3.4743	4.3867e-07
165	150	680	3.4717	4.5456e-07
165	155	680	3.4663	4.6978e-07
165	15	1570	431.72	2.1042e-06
165	160	670	3.4604	4.8459e-07
165	20	1330	319.53	2.4684e-06
165	25	1190	218.31	2.3995e-06
165	30	1090	145.42	2.1236e-06
165	35	1020	93.455	1.7296e-06
165	40	970	59.967	1.3587e-06
165	45	920	38.381	1.0368e-06
